instruction,input,output,text
"If you are a instructor, please answer the questions related to quiz based on the user's query",संसारको सबैभन्दा सुख्खा स्थान कुन हो ?,Atacama Desert,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: संसारको सबैभन्दा सुख्खा स्थान कुन हो ? ### Response: Atacama Desert"
"If you are a instructor, please answer the questions related to quiz based on the user's query",वायु सम्बन्धी अध्ययन गर्ने शास्त्रलाई के भनिन्छ ?,अनिमोग्राफी,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: वायु सम्बन्धी अध्ययन गर्ने शास्त्रलाई के भनिन्छ ? ### Response: अनिमोग्राफी"
"If you are a instructor, please answer the questions related to quiz based on the user's query",हवाइ उडान सम्बन्धी बिज्ञानलाई के भनिन्छ ?,एरोनेटिक्स,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: हवाइ उडान सम्बन्धी बिज्ञानलाई के भनिन्छ ? ### Response: एरोनेटिक्स"
"If you are a instructor, please answer the questions related to quiz based on the user's query",जीवन एउटा कहिल्यै समाप्त नहुने बसन्त हो ।,वि. पि. कोइराला,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: जीवन एउटा कहिल्यै समाप्त नहुने बसन्त हो । ### Response: वि. पि. कोइराला"
"If you are a instructor, please answer the questions related to quiz based on the user's query",विश्वको पहिलो सस्थान कुन हो ?,Bank of North America ( सन् 1791 ),"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: विश्वको पहिलो सस्थान कुन हो ? ### Response: Bank of North America ( सन् 1791 )"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालमा सबैभन्दा पहिले स्थापना भएको राजनीतिक दल कुन हो ?,नेपाल प्रज्ञा परिषद,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालमा सबैभन्दा पहिले स्थापना भएको राजनीतिक दल कुन हो ? ### Response: नेपाल प्रज्ञा परिषद"
"If you are a instructor, please answer the questions related to quiz based on the user's query",कम्प्युटरमा BASIC भन्नाले के बुझिन्छ ?,Beginners All purpose Symbolic Instruction Code,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: कम्प्युटरमा BASIC भन्नाले के बुझिन्छ ? ### Response: Beginners All purpose Symbolic Instruction Code"
"If you are a instructor, please answer the questions related to quiz based on the user's query",Key Money भन्नाले के बुझिन्छ ?,Beginners All-purpose Symbolic Instruction Code,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: Key Money भन्नाले के बुझिन्छ ? ### Response: Beginners All-purpose Symbolic Instruction Code"
"If you are a instructor, please answer the questions related to quiz based on the user's query",अन्तराष्ट्रिय जगतमा स्विकार गरिने मुद्रा ‘ ग्लोबल – ५०० ‘ भनेको के हो ?,संयुक्त राष्ट्रसंघिय बातावरणिय पुरस्कार,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: अन्तराष्ट्रिय जगतमा स्विकार गरिने मुद्रा ‘ ग्लोबल – ५०० ‘ भनेको के हो ? ### Response: संयुक्त राष्ट्रसंघिय बातावरणिय पुरस्कार"
"If you are a instructor, please answer the questions related to quiz based on the user's query",कुन देशको हावापानिलाई ‘ संसारको चिडियाघर ‘ भनी चिनिन्छ ?,सुडान,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: कुन देशको हावापानिलाई ‘ संसारको चिडियाघर ‘ भनी चिनिन्छ ? ### Response: सुडान"
"If you are a instructor, please answer the questions related to quiz based on the user's query",भुमध्यसागरलाई काट्ने विश्वको एक मात्र नदी कुन हो ?,कंगो,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: भुमध्यसागरलाई काट्ने विश्वको एक मात्र नदी कुन हो ? ### Response: कंगो"
"If you are a instructor, please answer the questions related to quiz based on the user's query",पेरिस शहरको पुरानो नाम के हो ?,ल्युटोसिया,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: पेरिस शहरको पुरानो नाम के हो ? ### Response: ल्युटोसिया"
"If you are a instructor, please answer the questions related to quiz based on the user's query",‘ तेलको महासागर ‘ का नामले चिनिने महासागर कुन हो ?,हिन्द महासागर,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: ‘ तेलको महासागर ‘ का नामले चिनिने महासागर कुन हो ? ### Response: हिन्द महासागर"
"If you are a instructor, please answer the questions related to quiz based on the user's query",महासागरिय क्षेत्रबाट स्थलिय क्षेत्रतर्फ बग्ने वायुलाई के भनिन्छ ?,ग्रिष्मकालिन मनसुन,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: महासागरिय क्षेत्रबाट स्थलिय क्षेत्रतर्फ बग्ने वायुलाई के भनिन्छ ? ### Response: ग्रिष्मकालिन मनसुन"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको output दक्षिण औषत चौडाई कति रहेको छ ?,१९३ किमि,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको output दक्षिण औषत चौडाई कति रहेको छ ? ### Response: १९३ किमि"
"If you are a instructor, please answer the questions related to quiz based on the user's query",युरो-१ के सँग सम्बन्धित छ ?,सवारी मापदण्ड,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: युरो-१ के सँग सम्बन्धित छ ? ### Response: सवारी मापदण्ड"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको सबैभन्दा बढि र कम खेतीयोग्य जमिन भएको जिल्ला कुन-कुन हो ?,झापा र मुस्तांग,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको सबैभन्दा बढि र कम खेतीयोग्य जमिन भएको जिल्ला कुन-कुन हो ? ### Response: झापा र मुस्तांग"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सुरेल जातीको बसोबास भएको जिल्ला कुन हो ?,दोलखा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सुरेल जातीको बसोबास भएको जिल्ला कुन हो ? ### Response: दोलखा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सामाजिक संजाल फेसबुकको स्थापना कहिले भएको हो ?,सन् २००४,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सामाजिक संजाल फेसबुकको स्थापना कहिले भएको हो ? ### Response: सन् २००४"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नोबेल पुरस्कार कति विधामा प्रदान गर्ने गरिन्छ ?,६,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नोबेल पुरस्कार कति विधामा प्रदान गर्ने गरिन्छ ? ### Response: ६"
"If you are a instructor, please answer the questions related to quiz based on the user's query",झोलुङ्गे पुल वा लोक्ताको जिल्ला भनेर कुन जिल्लालाई बुझिन्छ ?,वाग्लुङ,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: झोलुङ्गे पुल वा लोक्ताको जिल्ला भनेर कुन जिल्लालाई बुझिन्छ ? ### Response: वाग्लुङ"
"If you are a instructor, please answer the questions related to quiz based on the user's query",न्युटनको कुन नियममा हरेक क्रियामा बराबर तथा विपरित प्रितित्रिया हुन्छ ?,न्युटनको तेश्रो नियम,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: न्युटनको कुन नियममा हरेक क्रियामा बराबर तथा विपरित प्रितित्रिया हुन्छ ? ### Response: न्युटनको तेश्रो नियम"
"If you are a instructor, please answer the questions related to quiz based on the user's query",ILO को प्रधान कायालय कहाँ रहेको छ ?,स्विजरल्याण्डको जेनेभा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: ILO को प्रधान कायालय कहाँ रहेको छ ? ### Response: स्विजरल्याण्डको जेनेभा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",तामाङ सङग्राहालय कहाँ पर्दछ ?,रसुवा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: तामाङ सङग्राहालय कहाँ पर्दछ ? ### Response: रसुवा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपाल सरकार र एकीकृत माओवादी बीच कहिले बृहत शान्ति सम्झौता भएको थियो ?,२०६३ मंसिर ५,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपाल सरकार र एकीकृत माओवादी बीच कहिले बृहत शान्ति सम्झौता भएको थियो ? ### Response: २०६३ मंसिर ५"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सबैभन्दा बढि अक्सिजन दिने विरूवा कुन हो ?,पिपल,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सबैभन्दा बढि अक्सिजन दिने विरूवा कुन हो ? ### Response: पिपल"
"If you are a instructor, please answer the questions related to quiz based on the user's query",महात्मा गान्धीले कहिले अंग्रेज बिरुद्ध भारत छोड आन्दोलनको सुरुवात गरेका थिए ?,सन् १९४२,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: महात्मा गान्धीले कहिले अंग्रेज बिरुद्ध भारत छोड आन्दोलनको सुरुवात गरेका थिए ? ### Response: सन् १९४२"
"If you are a instructor, please answer the questions related to quiz based on the user's query",भिजन २००५ के संग सम्बन्धित छ?,पर्यटक,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: भिजन २००५ के संग सम्बन्धित छ? ### Response: पर्यटक"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको सबैभन्दा उच्च स्थानमा धान किन खेती हुन्छ?, जुम्ला,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको सबैभन्दा उच्च स्थानमा धान किन खेती हुन्छ? ### Response:  जुम्ला"
"If you are a instructor, please answer the questions related to quiz based on the user's query",जातापोखरी गाउँमा कुन जिल्ला स्थित छ?, सिन्धुपाल्चोक,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: जातापोखरी गाउँमा कुन जिल्ला स्थित छ? ### Response:  सिन्धुपाल्चोक"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सबैभन्दा उच्च प्राणी कुन हो?, जिराफ,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सबैभन्दा उच्च प्राणी कुन हो? ### Response:  जिराफ"
"If you are a instructor, please answer the questions related to quiz based on the user's query",कुन देशमा साँप पाइएको छैन?, आइसल्याण्ड,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: कुन देशमा साँप पाइएको छैन? ### Response:  आइसल्याण्ड"
"If you are a instructor, please answer the questions related to quiz based on the user's query",तुर्तुरे ताल कुन जिल्लामा हुनुपर्छ?, बाग्लुङ,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: तुर्तुरे ताल कुन जिल्लामा हुनुपर्छ? ### Response:  बाग्लुङ"
"If you are a instructor, please answer the questions related to quiz based on the user's query",कुन देशलाई लिलीको देशको रूपमा चिनिन्छ?, क्यानाडा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: कुन देशलाई लिलीको देशको रूपमा चिनिन्छ? ### Response:  क्यानाडा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",पुरेनवा दरबार कुन जिल्लामा स्थित हुनुपर्छ?, रौतहट,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: पुरेनवा दरबार कुन जिल्लामा स्थित हुनुपर्छ? ### Response:  रौतहट"
"If you are a instructor, please answer the questions related to quiz based on the user's query",बर्षभन्दा दिनले दिन लामो भएको ग्रह कुन हो?, भिनस,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: बर्षभन्दा दिनले दिन लामो भएको ग्रह कुन हो? ### Response:  भिनस"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सर्वाधिक गर्भावस्था भएको संजीवी कुन हो?, हत्ती,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सर्वाधिक गर्भावस्था भएको संजीवी कुन हो? ### Response:  हत्ती"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सात तालाको जिल्ला के नामले चिनिन्छ?, रसुवा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सात तालाको जिल्ला के नामले चिनिन्छ? ### Response:  रसुवा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",राष्ट्रपतिबनेको उमेर कति हो?, ४५ वर्ष,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: राष्ट्रपतिबनेको उमेर कति हो? ### Response:  ४५ वर्ष"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको पहिलो निर्वाचित प्रधानमन्त्री को हुन?, भी.पि. कोइराला,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको पहिलो निर्वाचित प्रधानमन्त्री को हुन? ### Response:  भी.पि. कोइराला"
"If you are a instructor, please answer the questions related to quiz based on the user's query",कुन देशले कुनै युद्धमा सहभागी हुन छैन?, स्विट्जरल्याण्ड,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: कुन देशले कुनै युद्धमा सहभागी हुन छैन? ### Response:  स्विट्जरल्याण्ड"
"If you are a instructor, please answer the questions related to quiz based on the user's query",फुङफुङ झरना कुन जिल्लामा स्थित हुनुपर्छ?, नुवाकोट,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: फुङफुङ झरना कुन जिल्लामा स्थित हुनुपर्छ? ### Response:  नुवाकोट"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालमा कति राज्यले सिमेन्टे दृष्टिकोणबाट बाँटिएको छ?," ३ (हिमाल, पहाड, माद्यम)","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालमा कति राज्यले सिमेन्टे दृष्टिकोणबाट बाँटिएको छ? ### Response:  ३ (हिमाल, पहाड, माद्यम)"
"If you are a instructor, please answer the questions related to quiz based on the user's query",विस्वको कुल क्षेत्रको कतिफोटो टेराईले कब्जा गरेको छ?, १७%,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: विस्वको कुल क्षेत्रको कतिफोटो टेराईले कब्जा गरेको छ? ### Response:  १७%"
"If you are a instructor, please answer the questions related to quiz based on the user's query",निलगाड पर्वतमा कुन पर्वत श्रृंगल रहेको छ?, धौलागिरी,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: निलगाड पर्वतमा कुन पर्वत श्रृंगल रहेको छ? ### Response:  धौलागिरी"
"If you are a instructor, please answer the questions related to quiz based on the user's query",गोसाईकुण्ड कुन जिल्लामा स्थित छ?, रसुवा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: गोसाईकुण्ड कुन जिल्लामा स्थित छ? ### Response:  रसुवा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको दृष्टिमा गौरीशंकर पर्वत रहेको छ?, गौरीशंकर,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको दृष्टिमा गौरीशंकर पर्वत रहेको छ? ### Response:  गौरीशंकर"
"If you are a instructor, please answer the questions related to quiz based on the user's query","बाघको बैज्ञानीक नाम प्यान्थेरा टाइग्रिस, सिंहको प्यान्थेरा लियो हो भने चितुवाको के हो ?", प्यान्थेरा पारडस,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: बाघको बैज्ञानीक नाम प्यान्थेरा टाइग्रिस, सिंहको प्यान्थेरा लियो हो भने चितुवाको के हो ? ### Response:  प्यान्थेरा पारडस"
"If you are a instructor, please answer the questions related to quiz based on the user's query",मनिसको शरीरमा सबैभन्दा लामो कोषिका ( Cell ) कुन हो ?, स्नायु कोष ( Nerve Cell ),"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: मनिसको शरीरमा सबैभन्दा लामो कोषिका ( Cell ) कुन हो ? ### Response:  स्नायु कोष ( Nerve Cell )"
"If you are a instructor, please answer the questions related to quiz based on the user's query",मानब शरीरमा सबैभन्दा ठुलो ग्रन्थी कुन हो ?, कलेजो ( Liver ),"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: मानब शरीरमा सबैभन्दा ठुलो ग्रन्थी कुन हो ? ### Response:  कलेजो ( Liver )"
"If you are a instructor, please answer the questions related to quiz based on the user's query",पानी मुनिको देश’भन्नालेके बुझिन्छ ?, नेदरल्याण्ड,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: पानी मुनिको देश’भन्नालेके बुझिन्छ ? ### Response:  नेदरल्याण्ड"
"If you are a instructor, please answer the questions related to quiz based on the user's query",कोइलाबाट बिद्युत् निकाल्ने प्रविधिलाई के भनिन्छ?, हाइड्रो जेनेरेशन,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: कोइलाबाट बिद्युत् निकाल्ने प्रविधिलाई के भनिन्छ? ### Response:  हाइड्रो जेनेरेशन"
"If you are a instructor, please answer the questions related to quiz based on the user's query",जिबजन्तुमा पाईने अम्ललाई के भनिन्छ ?, प्राङ्गारिक अम्ल,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: जिबजन्तुमा पाईने अम्ललाई के भनिन्छ ? ### Response:  प्राङ्गारिक अम्ल"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको कुन ठाउँमा पहिलोपटक हवाईजहाज संग्रहालय निर्माण गरिदैँछ ?, कैलालीको टिकापुर,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको कुन ठाउँमा पहिलोपटक हवाईजहाज संग्रहालय निर्माण गरिदैँछ ? ### Response:  कैलालीको टिकापुर"
"If you are a instructor, please answer the questions related to quiz based on the user's query",सुन्दर अक्षर लेख्ने कलालाई के भनिन्छ?, क्यालीग्राफी,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: सुन्दर अक्षर लेख्ने कलालाई के भनिन्छ? ### Response:  क्यालीग्राफी"
"If you are a instructor, please answer the questions related to quiz based on the user's query",प्लेग रोगको महामारीमा परी मर्ने राजा को हुन् ?, भाष्कर मल्ल,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: प्लेग रोगको महामारीमा परी मर्ने राजा को हुन् ? ### Response:  भाष्कर मल्ल"
"If you are a instructor, please answer the questions related to quiz based on the user's query",मरियाना ट्रेन्चको गहिराई कति छ ?," ११,७७६ मि.","Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: मरियाना ट्रेन्चको गहिराई कति छ ? ### Response:  ११,७७६ मि."
"If you are a instructor, please answer the questions related to quiz based on the user's query",बुद्धलाई विष्णुको कती औँ अवतार मानिन्छ ?, नवौँ,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: बुद्धलाई विष्णुको कती औँ अवतार मानिन्छ ? ### Response:  नवौँ"
"If you are a instructor, please answer the questions related to quiz based on the user's query",विश्वको कुन शहर निशेधित शहरको उपनामले पनि चिनिन्छ ?, ल्हासा,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: विश्वको कुन शहर निशेधित शहरको उपनामले पनि चिनिन्छ ? ### Response:  ल्हासा"
"If you are a instructor, please answer the questions related to quiz based on the user's query",‘पानी मुनिको देश’भनेर कुन देशलाई चिनिन्छ ?, नेदरल्याण्ड,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: ‘पानी मुनिको देश’भनेर कुन देशलाई चिनिन्छ ? ### Response:  नेदरल्याण्ड"
"If you are a instructor, please answer the questions related to quiz based on the user's query",अति सुक्ष्म मात्राको करेन्ट नाप्ने उपकरणलाइ के भनिन्छ ??, गल्वनोमिटर,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: अति सुक्ष्म मात्राको करेन्ट नाप्ने उपकरणलाइ के भनिन्छ ?? ### Response:  गल्वनोमिटर"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालको सबैभन्दा बढी साइकलको प्रयोग हुने जिल्ला कुन हो?, चितवन(विश्वमा सबैभन्दा धेरै साइकल प्रयोग हुने देश-चीन),"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालको सबैभन्दा बढी साइकलको प्रयोग हुने जिल्ला कुन हो? ### Response:  चितवन(विश्वमा सबैभन्दा धेरै साइकल प्रयोग हुने देश-चीन)"
"If you are a instructor, please answer the questions related to quiz based on the user's query",बिपत्ती भन्दा ठुलो गुरु कोही हुँदैन ।, डिजरायली,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: बिपत्ती भन्दा ठुलो गुरु कोही हुँदैन । ### Response:  डिजरायली"
"If you are a instructor, please answer the questions related to quiz based on the user's query",अति सुक्ष्म मात्राको करेन्ट नाप्ने उपकरणलाइ के भनिन्छ ??,गल्वनोमिटर,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: अति सुक्ष्म मात्राको करेन्ट नाप्ने उपकरणलाइ के भनिन्छ ?? ### Response: गल्वनोमिटर"
"If you are a instructor, please answer the questions related to quiz based on the user's query",नेपालमा सबैभन्दा बढी साईकलको प्रयोग हुने जिल्ला कुन हो?,चितवन(विश्वमा सबैभन्दा धेरै साइकल प्रयोग हुने देश-चीन),"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request. ### Instruction: If you are a instructor, please answer the questions related to quiz based on the user's query ### Input: नेपालमा सबैभन्दा बढी साईकलको प्रयोग हुने जिल्ला कुन हो? ### Response: चितवन(विश्वमा सबैभन्दा धेरै साइकल प्रयोग हुने देश-चीन)"
